Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Outcome
2019-08-24T11:30:00+00:00,Norwich,Chelsea,2,3,2
2019-08-24T14:00:00+00:00,Sheffield Utd,Leicester,1,2,2
2019-08-25T15:30:00+00:00,Tottenham,Newcastle,0,1,2
2019-08-24T14:00:00+00:00,Watford,West Ham,1,3,2
2019-08-25T15:30:00+00:00,Wolves,Burnley,1,1,0
2019-09-01T15:30:00+00:00,Arsenal,Tottenham,2,2,0
2019-08-31T16:30:00+00:00,Burnley,Liverpool,0,3,2
2019-08-31T14:00:00+00:00,Chelsea,Sheffield Utd,2,2,0
2019-08-31T14:00:00+00:00,Crystal Palace,Aston Villa,1,0,1
2019-09-01T13:00:00+00:00,Everton,Wolves,3,2,1
2019-08-31T14:00:00+00:00,Leicester,Bournemouth,3,1,1
2019-08-31T14:00:00+00:00,Manchester City,Brighton,4,0,1
2019-08-31T14:00:00+00:00,Newcastle,Watford,1,1,0
2019-08-31T11:30:00+00:00,Southampton,Manchester United,1,1,0
2019-08-31T14:00:00+00:00,West Ham,Norwich,2,0,1
2019-09-15T13:00:00+00:00,Bournemouth,Everton,3,1,1
2019-09-16T19:00:00+00:00,Aston Villa,West Ham,0,0,0
2019-09-14T14:00:00+00:00,Brighton,Burnley,1,1,0
2019-09-14T11:30:00+00:00,Liverpool,Newcastle,3,1,1
2019-09-14T14:00:00+00:00,Manchester United,Leicester,1,0,1
2019-09-14T16:30:00+00:00,Norwich,Manchester City,3,2,1
2019-09-14T14:00:00+00:00,Sheffield Utd,Southampton,0,1,2
2019-09-14T14:00:00+00:00,Tottenham,Crystal Palace,4,0,1
2019-09-15T15:30:00+00:00,Watford,Arsenal,2,2,0
2019-09-14T14:00:00+00:00,Wolves,Chelsea,2,5,2
2019-09-22T15:30:00+00:00,Arsenal,Aston Villa,3,2,1
2019-09-21T14:00:00+00:00,Burnley,Norwich,2,0,1
2019-09-22T15:30:00+00:00,Chelsea,Liverpool,1,2,2
2019-09-22T13:00:00+00:00,Crystal Palace,Wolves,1,1,0
2019-09-21T14:00:00+00:00,Everton,Sheffield Utd,0,2,2
2019-09-21T11:30:00+00:00,Leicester,Tottenham,2,1,1
2019-09-21T14:00:00+00:00,Manchester City,Watford,8,0,1
2019-09-21T16:30:00+00:00,Newcastle,Brighton,0,0,0
2019-09-20T19:00:00+00:00,Southampton,Bournemouth,1,3,2
2019-09-22T13:00:00+00:00,West Ham,Manchester United,2,0,1
2019-09-28T14:00:00+00:00,Bournemouth,West Ham,2,2,0
2019-09-28T14:00:00+00:00,Aston Villa,Burnley,2,2,0
2019-09-28T14:00:00+00:00,Chelsea,Brighton,2,0,1
2019-09-28T14:00:00+00:00,Crystal Palace,Norwich,2,0,1
2019-09-28T16:30:00+00:00,Everton,Manchester City,1,3,2
2019-09-29T15:30:00+00:00,Leicester,Newcastle,5,0,1
2019-09-30T19:00:00+00:00,Manchester United,Arsenal,1,1,0
2019-09-28T11:30:00+00:00,Sheffield Utd,Liverpool,0,1,2
2019-09-28T14:00:00+00:00,Tottenham,Southampton,2,1,1
2019-09-28T14:00:00+00:00,Wolves,Watford,2,0,1
2019-10-06T13:00:00+00:00,Arsenal,Bournemouth,1,0,1
2019-10-05T11:30:00+00:00,Brighton,Tottenham,3,0,1
2019-10-05T14:00:00+00:00,Burnley,Everton,1,0,1
2019-10-05T14:00:00+00:00,Liverpool,Leicester,2,1,1
2019-10-06T13:00:00+00:00,Manchester City,Wolves,0,2,2
2019-10-06T15:30:00+00:00,Newcastle,Manchester United,1,0,1
2019-10-05T14:00:00+00:00,Norwich,Aston Villa,1,5,2
2019-10-06T13:00:00+00:00,Southampton,Chelsea,1,4,2
2019-10-05T14:00:00+00:00,Watford,Sheffield Utd,0,0,0
2019-10-05T16:30:00+00:00,West Ham,Crystal Palace,1,2,2
2019-10-19T14:00:00+00:00,Bournemouth,Norwich,0,0,0
2019-10-19T14:00:00+00:00,Aston Villa,Brighton,2,1,1
2019-10-19T14:00:00+00:00,Chelsea,Newcastle,1,0,1
2019-10-19T16:30:00+00:00,Crystal Palace,Manchester City,0,2,2
2019-10-19T11:30:00+00:00,Everton,West Ham,2,0,1
2019-10-19T14:00:00+00:00,Leicester,Burnley,2,1,1
2019-10-20T15:30:00+00:00,Manchester United,Liverpool,1,1,0
2019-10-21T19:00:00+00:00,Sheffield Utd,Arsenal,1,0,1
2019-10-19T14:00:00+00:00,Tottenham,Watford,1,1,0
2019-10-19T14:00:00+00:00,Wolves,Southampton,1,1,0
2019-10-27T15:30:00+00:00,Arsenal,Crystal Palace,2,2,0
2019-10-26T14:00:00+00:00,Brighton,Everton,3,2,1
2019-10-26T16:30:00+00:00,Burnley,Chelsea,2,4,2
2019-10-27T15:30:00+00:00,Liverpool,Tottenham,2,1,1
2019-10-26T11:30:00+00:00,Manchester City,Aston Villa,3,0,1
2019-10-27T13:00:00+00:00,Newcastle,Wolves,1,1,0
2019-10-27T15:30:00+00:00,Norwich,Manchester United,1,3,2
2019-10-25T19:00:00+00:00,Southampton,Leicester,0,9,2
2019-10-26T14:00:00+00:00,Watford,Bournemouth,0,0,0
2019-10-26T14:00:00+00:00,West Ham,Sheffield Utd,1,1,0
2019-11-02T12:30:00+00:00,Bournemouth,Manchester United,1,0,1
2019-11-02T15:00:00+00:00,Arsenal,Wolves,1,1,0
2019-11-02T15:00:00+00:00,Aston Villa,Liverpool,1,2,2
2019-11-02T15:00:00+00:00,Brighton,Norwich,2,0,1
2019-11-03T14:00:00+00:00,Crystal Palace,Leicester,0,2,2
2019-11-03T16:30:00+00:00,Everton,Tottenham,1,1,0
2019-11-02T15:00:00+00:00,Manchester City,Southampton,2,1,1
2019-11-02T15:00:00+00:00,Sheffield Utd,Burnley,3,0,1
2019-11-02T17:30:00+00:00,Watford,Chelsea,1,2,2
2019-11-02T15:00:00+00:00,West Ham,Newcastle,2,3,2
2019-11-09T15:00:00+00:00,Burnley,West Ham,3,0,1
2019-11-09T12:30:00+00:00,Chelsea,Crystal Palace,2,0,1
2019-11-09T17:30:00+00:00,Leicester,Arsenal,2,0,1
2019-11-10T16:30:00+00:00,Liverpool,Manchester City,3,1,1
2019-11-10T14:00:00+00:00,Manchester United,Brighton,3,1,1
2019-11-09T15:00:00+00:00,Newcastle,Bournemouth,2,1,1
2019-11-08T20:00:00+00:00,Norwich,Watford,0,2,2
2019-11-09T15:00:00+00:00,Southampton,Everton,1,2,2
2019-11-09T15:00:00+00:00,Tottenham,Sheffield Utd,1,1,0
2019-11-10T14:00:00+00:00,Wolves,Aston Villa,2,1,1
2019-11-23T15:00:00+00:00,Bournemouth,Wolves,1,2,2
2019-11-23T15:00:00+00:00,Arsenal,Southampton,2,2,0
2019-11-25T20:00:00+00:00,Aston Villa,Newcastle,2,0,1
2019-11-23T15:00:00+00:00,Brighton,Leicester,0,2,2
2019-11-23T15:00:00+00:00,Crystal Palace,Liverpool,1,2,2
2019-11-23T15:00:00+00:00,Everton,Norwich,0,2,2
2019-11-23T17:30:00+00:00,Manchester City,Chelsea,2,1,1
2019-11-24T16:30:00+00:00,Sheffield Utd,Manchester United,3,3,0
2019-11-23T15:00:00+00:00,Watford,Burnley,0,3,2
2019-11-23T12:30:00+00:00,West Ham,Tottenham,2,3,2
2019-11-30T15:00:00+00:00,Burnley,Crystal Palace,0,2,2
2019-11-30T15:00:00+00:00,Chelsea,West Ham,0,1,2
2019-12-01T16:30:00+00:00,Leicester,Everton,2,1,1
2019-11-30T15:00:00+00:00,Liverpool,Brighton,2,1,1
2019-12-01T16:30:00+00:00,Manchester United,Aston Villa,2,2,0
2019-11-30T12:30:00+00:00,Newcastle,Manchester City,2,2,0
2019-12-01T14:00:00+00:00,Norwich,Arsenal,2,2,0
2019-11-30T17:30:00+00:00,Southampton,Watford,2,1,1
2019-11-30T15:00:00+00:00,Tottenham,Bournemouth,3,2,1
2019-12-01T14:00:00+00:00,Wolves,Sheffield Utd,1,1,0
2019-12-05T20:15:00+00:00,Arsenal,Brighton,1,2,2
2019-12-03T20:15:00+00:00,Burnley,Manchester City,1,4,2
2019-12-04T19:30:00+00:00,Leicester,Watford,2,0,1
2019-12-05T19:30:00+00:00,Sheffield Utd,Newcastle,0,2,2
2019-12-04T19:30:00+00:00,Wolves,West Ham,2,0,1
2019-12-04T19:30:00+00:00,Manchester United,Tottenham,2,1,1
2019-12-04T19:30:00+00:00,Chelsea,Aston Villa,2,1,1
2019-12-04T19:30:00+00:00,Southampton,Norwich,2,1,1
2019-12-03T19:30:00+00:00,Crystal Palace,Bournemouth,1,0,1
2019-12-04T20:15:00+00:00,Liverpool,Everton,5,2,1
2019-12-07T15:00:00+00:00,Bournemouth,Liverpool,0,3,2
2019-12-08T14:00:00+00:00,Aston Villa,Leicester,1,4,2
2019-12-08T16:30:00+00:00,Brighton,Wolves,2,2,0
2019-12-07T12:30:00+00:00,Everton,Chelsea,3,1,1
2019-12-07T17:30:00+00:00,Manchester City,Manchester United,1,2,2
2019-12-08T14:00:00+00:00,Newcastle,Southampton,2,1,1
2019-12-08T14:00:00+00:00,Norwich,Sheffield Utd,1,2,2
2019-12-07T15:00:00+00:00,Tottenham,Burnley,5,0,1
2019-12-07T15:00:00+00:00,Watford,Crystal Palace,0,0,0
2019-12-09T20:00:00+00:00,West Ham,Arsenal,1,3,2
2019-12-15T16:30:00+00:00,Arsenal,Manchester City,0,3,2
2019-12-14T15:00:00+00:00,Burnley,Newcastle,1,0,1
2019-12-14T15:00:00+00:00,Chelsea,Bournemouth,0,1,2
2019-12-16T19:45:00+00:00,Crystal Palace,Brighton,1,1,0
